book,bookLabel,authorLabel,publisherLabel,countryLabel,year,languageLabel,genreLabel
http://www.wikidata.org/entity/Q5227661,Умереть в Италбаре,Роджер Желязны,Doubleday,США,1973,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7820227,"Tomorrow, the Stars",Роберт Хайнлайн,Doubleday,США,1952,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7811008,Жить снова,Роберт Силверберг,Doubleday,США,1969,английский язык,научная фантастика
http://www.wikidata.org/entity/Q4400679,Кукловоды,Роберт Хайнлайн,Doubleday,США,1951,английский язык,научная фантастика
http://www.wikidata.org/entity/Q4400679,Кукловоды,Роберт Хайнлайн,Doubleday,США,1954,английский язык,научная фантастика
http://www.wikidata.org/entity/Q1756055,Человек в картинках,Рэй Брэдбери,Doubleday,США,1951,английский язык,научная фантастика
http://www.wikidata.org/entity/Q2398251,Двухсотлетний человек,Айзек Азимов,Doubleday,США,1976,английский язык,научная фантастика
http://www.wikidata.org/entity/Q5226593,Фантастическая сага,Гарри Гаррисон,Doubleday,США,1967,английский язык,научная фантастика
http://www.wikidata.org/entity/Q2491758,Время перемен,Роберт Силверберг,Doubleday,США,1971,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7762970,The Second Trip,Роберт Силверберг,Doubleday,США,1972,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7750628,The Masters of Solitude,Марвин Кэй,Doubleday,США,1978,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7805253,Time and Stars,Пол Уильям Андерсон,Doubleday,США,1964,английский язык,научная фантастика
http://www.wikidata.org/entity/Q6410642,Kindred,Октавия Батлер,Doubleday,США,1979,английский язык,научная фантастика
http://www.wikidata.org/entity/Q4400679,Кукловоды,Роберт Хайнлайн,Doubleday,США,1951,американский вариант английского языка,научная фантастика
http://www.wikidata.org/entity/Q4400679,Кукловоды,Роберт Хайнлайн,Doubleday,США,1954,американский вариант английского языка,научная фантастика
http://www.wikidata.org/entity/Q1769466,Экспедиция «Тяготение»,Хол Клемент,Doubleday,США,1953,английский язык,научная фантастика
http://www.wikidata.org/entity/Q1769466,Экспедиция «Тяготение»,Хол Клемент,Doubleday,США,1971,английский язык,научная фантастика
http://www.wikidata.org/entity/Q1616068,Путь марсиан,Айзек Азимов,Doubleday,США,1955,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7674126,Тактика ошибок,Гордон Диксон,Doubleday,США,1971,английский язык,научная фантастика
http://www.wikidata.org/entity/Q2277195,Ранний Азимов,Айзек Азимов,Doubleday,США,1972,английский язык,научная фантастика
http://www.wikidata.org/entity/Q6906797,Памятник,Ллойд Биггл-младший,Doubleday,США,1971,английский язык,научная фантастика
http://www.wikidata.org/entity/Q6906797,Памятник,Ллойд Биггл-младший,Doubleday,США,1974,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7760086,The Reincarnation of Peter Proud,Макс Эрлих,Doubleday,США,1973,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7721873,Устройство с Центавра,M. John Harrison,Doubleday,США,1974,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7359532,Королева изгоев,Лайон Спрэг де Камп,Doubleday,США,1951,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7856018,Turning On,Деймон Найт,Doubleday,США,1966,английский язык,научная фантастика
http://www.wikidata.org/entity/Q6986574,Игла,Хол Клемент,Doubleday,США,1950,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7737756,Великий фетиш,Лайон Спрэг де Камп,Doubleday,США,1978,английский язык,научная фантастика
http://www.wikidata.org/entity/Q5531532,Gene Wolfe's Book of Days,Джин Вулф,Doubleday,США,1981,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7762563,"The Science Fiction Hall of Fame, Volume One",Роберт Силверберг,Doubleday,США,1970,английский язык,научная фантастика
http://www.wikidata.org/entity/Q2550259,Девять завтра,Айзек Азимов,Doubleday,США,1959,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7717092,The Best of L. Sprague de Camp,Лайон Спрэг де Камп,Doubleday,США,1978,английский язык,научная фантастика
http://www.wikidata.org/entity/Q2560269,Крестовый поход в небеса,Пол Уильям Андерсон,Doubleday,США,1960,английский язык,научная фантастика
http://www.wikidata.org/entity/Q1416458,Всем стоять на Занзибаре,Джон Браннер,Doubleday,США,1968,английский язык,научная фантастика
http://www.wikidata.org/entity/Q4426799,"Создания света, Создания тьмы",Роджер Желязны,Doubleday,США,1969,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7748273,Долгое завтра,Ли Брэкетт,Doubleday,США,1955,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7765377,The Soul of the Robot,Баррингтон Джон Бейли,Doubleday,США,1974,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7647264,Survivor,Октавия Батлер,Doubleday,США,1978,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7737069,"Золотой змей, Серебряный ветер",Рэй Брэдбери,Doubleday,США,1953,,научная фантастика
http://www.wikidata.org/entity/Q7760134,"The Remarkable Exploits of Lancelot Biggs, Spaceman",Nelson S. Bond,Doubleday,США,1950,английский язык,научная фантастика
http://www.wikidata.org/entity/Q4900077,Запредел,Деймон Найт,Doubleday,США,1964,английский язык,научная фантастика
http://www.wikidata.org/entity/Q5004615,Byte Beautiful: Eight Science Fiction Stories,Джеймс Типтри-младший,Doubleday,США,1985,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7542734,Small Changes,Хол Клемент,Doubleday,США,1969,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7750628,The Masters of Solitude,Парк Годвин,Doubleday,США,1978,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7751169,The Metallic Muse,Ллойд Биггл-младший,Doubleday,США,1972,английский язык,научная фантастика
http://www.wikidata.org/entity/Q5977636,I Hope I Shall Arrive Soon,Филип Дик,Doubleday,США,1985,американский вариант английского языка,научная фантастика
http://www.wikidata.org/entity/Q617357,Убик,Филип Дик,Doubleday,США,1969,американский вариант английского языка,научная фантастика
http://www.wikidata.org/entity/Q945382,Двойник,Роберт Хайнлайн,Doubleday,США,1956,английский язык,научная фантастика
http://www.wikidata.org/entity/Q3535592,Слишком много волшебников,Randall Garrett,Doubleday,США,1966,английский язык,научная фантастика
http://www.wikidata.org/entity/Q1218454,Золотые яблоки солнца,Рэй Брэдбери,Doubleday,США,1953,английский язык,научная фантастика
http://www.wikidata.org/entity/Q2996937,Знак Единорога,Роджер Желязны,Doubleday,США,1975,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7332642,Riders of the Purple Wage,Филип Хосе Фармер,Doubleday,США,1967,английский язык,научная фантастика
http://www.wikidata.org/entity/Q382862,Камешек в небе,Айзек Азимов,Doubleday,США,1950,английский язык,научная фантастика
http://www.wikidata.org/entity/Q1198489,Помутнение,Филип Дик,Doubleday,США,1977,американский вариант английского языка,научная фантастика
http://www.wikidata.org/entity/Q3883945,Операция «Хаос»,Пол Уильям Андерсон,Doubleday,США,1971,английский язык,научная фантастика
http://www.wikidata.org/entity/Q5300044,Double in Space,Флетчер Прэтт,Doubleday,США,1951,английский язык,научная фантастика
http://www.wikidata.org/entity/Q469862,Обнажённое солнце,Айзек Азимов,Doubleday,США,1957,английский язык,научная фантастика
http://www.wikidata.org/entity/Q3818271,Канун всех святых,Рэй Брэдбери,Alfred A. Knopf,США,1972,английский язык,фэнтези
http://www.wikidata.org/entity/Q901356,Подвиньтесь! Подвиньтесь!,Гарри Гаррисон,Doubleday,США,1966,английский язык,научная фантастика
http://www.wikidata.org/entity/Q3878230,Синдик,Сирил Корнблат,Doubleday,США,1953,английский язык,научная фантастика
http://www.wikidata.org/entity/Q786615,Космические течения,Айзек Азимов,Doubleday,США,1952,английский язык,научная фантастика
http://www.wikidata.org/entity/Q1032182,Что может быть проще времени?,Клиффорд Дональд Саймак,Doubleday,США,1961,английский язык,научная фантастика
http://www.wikidata.org/entity/Q2996611,Ружья Авалона,Роджер Желязны,Doubleday,США,1972,английский язык,научная фантастика
http://www.wikidata.org/entity/Q5377731,Engine Summer,Джон Краули,Doubleday,США,1979,английский язык,научная фантастика
http://www.wikidata.org/entity/Q1081119,На Земле достаточно места,Айзек Азимов,Doubleday,США,1957,английский язык,научная фантастика
http://www.wikidata.org/entity/Q4313991,Настанет время,Пол Уильям Андерсон,Doubleday,США,1972,английский язык,научная фантастика
http://www.wikidata.org/entity/Q1239229,Огненная пора,Пол Уильям Андерсон,Doubleday,США,1974,английский язык,научная фантастика
http://www.wikidata.org/entity/Q2571696,The Nonexistent Knight,Итало Кальвино,Giulio Einaudi editions,Италия,1959,итальянский язык,фэнтези
http://www.wikidata.org/entity/Q3839002,Лакки Старр и луны Юпитера,Айзек Азимов,Doubleday,США,1954,английский язык,научная фантастика
http://www.wikidata.org/entity/Q3839001,Лакки Старр и кольца Сатурна,Айзек Азимов,Doubleday,США,1958,английский язык,научная фантастика
http://www.wikidata.org/entity/Q1212160,Радуга тяготения,Томас Пинчон,Penguin Books,Великобритания,1973,английский язык,научная фантастика
http://www.wikidata.org/entity/Q5899671,Hope for the Flowers,Trina Paulus,Paulist Fathers,США,1972,английский язык,научная фантастика
http://www.wikidata.org/entity/Q785014,Лакки Старр и пираты астероидов,Айзек Азимов,Doubleday,США,1953,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7770040,The Treasure of Alpheus Winterborn,Джон Беллэрс,Penguin Books,Великобритания,1978,английский язык,фэнтези
http://www.wikidata.org/entity/Q389380,Раздвоенный виконт,Итало Кальвино,Giulio Einaudi editions,Италия,1952,итальянский язык,фэнтези
http://www.wikidata.org/entity/Q1545663,Грендель,Джон Гарднер,Alfred A. Knopf,США,1971,английский язык,фэнтези
http://www.wikidata.org/entity/Q427331,Дверь в лето,Роберт Хайнлайн,Doubleday,США,1956,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7736580,The Girl in a Swing,Ричард Адамс,Alfred A. Knopf,США,1980,английский язык,фэнтези
http://www.wikidata.org/entity/Q7776618,The Year the Yankees Lost the Pennant,Douglass Wallop,W. W. Norton & Company,США,1954,английский язык,фэнтези
http://www.wikidata.org/entity/Q5287115,Doc Savage: His Apocalyptic Life,Филип Хосе Фармер,Doubleday,США,1973,английский язык,научная фантастика
http://www.wikidata.org/entity/Q666538,Лакки Старр и океаны Венеры,Айзек Азимов,Doubleday,США,1954,английский язык,научная фантастика
http://www.wikidata.org/entity/Q427110,Пересадочная станция,Клиффорд Дональд Саймак,Doubleday,США,1963,английский язык,научная фантастика
http://www.wikidata.org/entity/Q482085,Стальные пещеры,Айзек Азимов,Doubleday,США,1954,английский язык,научная фантастика
http://www.wikidata.org/entity/Q874492,"Пролейтесь, слёзы...",Филип Дик,Doubleday,США,1974,английский язык,научная фантастика
http://www.wikidata.org/entity/Q466196,Конец Вечности,Айзек Азимов,Doubleday,США,1955,английский язык,научная фантастика
http://www.wikidata.org/entity/Q149552,Противостояние,Стивен Кинг,Doubleday,США,1978,английский язык,научная фантастика
http://www.wikidata.org/entity/Q728140,"Дэвид Старр, космический рейнджер",Айзек Азимов,Doubleday,США,1952,английский язык,научная фантастика
http://www.wikidata.org/entity/Q923895,Совершенный робот,Айзек Азимов,Doubleday,США,1982,английский язык,научная фантастика
http://www.wikidata.org/entity/Q3345309,Нова,Сэмюэль Дилэни,Doubleday,США,1968,английский язык,научная фантастика
http://www.wikidata.org/entity/Q3400534,Корабль-бродяга,Альфред ван Вогт,Doubleday,США,1965,английский язык,научная фантастика
http://www.wikidata.org/entity/Q3232247,Лагерь «Хауксбиль»,Роберт Силверберг,Doubleday,США,1968,английский язык,научная фантастика
http://www.wikidata.org/entity/Q5299834,Double Jeopardy,Флетчер Прэтт,Doubleday,США,1952,английский язык,научная фантастика
http://www.wikidata.org/entity/Q3234927,"Вниз, в землю",Роберт Силверберг,Doubleday,США,1969,английский язык,научная фантастика
http://www.wikidata.org/entity/Q464691,Звёзды как пыль,Айзек Азимов,Doubleday,США,1951,английский язык,научная фантастика
http://www.wikidata.org/entity/Q3204463,Mockingbird,Уолтер Тевис,Doubleday,США,1980,английский язык,научная фантастика
http://www.wikidata.org/entity/Q1083082,The Atrocity Exhibition,Джеймс Баллард,Doubleday,США,1970,английский язык,научная фантастика
http://www.wikidata.org/entity/Q5433657,Fancies and Goodnights,Джон Кольер,Doubleday,США,1951,английский язык,научная фантастика
http://www.wikidata.org/entity/Q389750,Сами боги,Айзек Азимов,Doubleday,США,1972,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7278196,R Is for Rocket,Рэй Брэдбери,Doubleday,США,1962,английский язык,научная фантастика
http://www.wikidata.org/entity/Q734976,Князь Света,Роджер Желязны,Doubleday,США,1967,английский язык,научная фантастика
http://www.wikidata.org/entity/Q964451,"Нет врага, кроме времени",Майкл Бишоп,Simon & Schuster,США,1982,английский язык,научная фантастика
http://www.wikidata.org/entity/Q23307436,6 Great Short Novels of Science Fiction,Роберт Хайнлайн,Dell Publishing,США,1954,английский язык,научная фантастика
http://www.wikidata.org/entity/Q1138582,Трансмиграция Тимоти Арчера,Филип Дик,Simon & Schuster,США,1982,американский вариант английского языка,научная фантастика
http://www.wikidata.org/entity/Q109426319,Q109426319,Сэйтё Мацумото,Kobunsha,Япония,1963,японский язык,научная фантастика
http://www.wikidata.org/entity/Q3966488,Чародей с гитарой,Алан Дин Фостер,Hachette Book Group,США,1983,английский язык,фэнтези
http://www.wikidata.org/entity/Q15033906,Безумная императрица Каллисто,Лин Картер,Dell Publishing,США,1975,английский язык,фэнтези
http://www.wikidata.org/entity/Q7756341,В плену пертурбаций,Алан Дин Фостер,Hachette Book Group,США,1985,английский язык,фэнтези
http://www.wikidata.org/entity/Q2779707,Путешествие «Космической гончей»,Альфред ван Вогт,Simon & Schuster,США,1950,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7763309,Сентиментальные агенты в Империи Волиен,Дорис Лессинг,Alfred A. Knopf,США,1983,английский язык,научная фантастика
http://www.wikidata.org/entity/Q4921170,Чёрный Легион Каллисто,Лин Картер,Dell Publishing,США,1972,английский язык,фэнтези
http://www.wikidata.org/entity/Q776177,Пожиратели мёртвых,Майкл Крайтон,Alfred A. Knopf,США,1976,английский язык,фэнтези
http://www.wikidata.org/entity/Q23307436,6 Great Short Novels of Science Fiction,Теодор Старджон,Dell Publishing,США,1954,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7714277,Шум Армагеддона,Джордж Р. Р. Мартин,Simon & Schuster,США,1983,американский вариант английского языка,научная фантастика
http://www.wikidata.org/entity/Q7537459,Небесные пираты Каллисто,Лин Картер,Dell Publishing,США,1973,английский язык,фэнтези
http://www.wikidata.org/entity/Q7711755,The 13 Clocks,Джеймс Тёрбер,Simon & Schuster,США,1950,английский язык,фэнтези
http://www.wikidata.org/entity/Q4337552,Большое ограбление поезда,Майкл Крайтон,Alfred A. Knopf,США,1975,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7269157,Quark/4,Marilyn Hacker,Hachette Book Group,США,1971,английский язык,научная фантастика
http://www.wikidata.org/entity/Q4676501,По морю солнц,Грегори Бенфорд,Simon & Schuster,США,1984,английский язык,научная фантастика
http://www.wikidata.org/entity/Q605697,Туманы Авалона,Мэрион Зиммер Брэдли,Alfred A. Knopf,США,1983,английский язык,фэнтези
http://www.wikidata.org/entity/Q7759325,The Rainbow Cadenza,Дж. Нейл Шульман,Simon & Schuster,США,1983,английский язык,научная фантастика
http://www.wikidata.org/entity/Q2257964,Человек-компьютер,Майкл Крайтон,Alfred A. Knopf,США,1972,английский язык,научная фантастика
http://www.wikidata.org/entity/Q3233624,The Machineries of Joy,Рэй Брэдбери,Simon & Schuster,США,1964,английский язык,научная фантастика
http://www.wikidata.org/entity/Q2527126,Галапагосы,Курт Воннегут,Dell Publishing,США,1985,английский язык,научная фантастика
http://www.wikidata.org/entity/Q3209610,Коготь миротворца,Джин Вулф,Simon & Schuster,США,1981,английский язык,фэнтези
http://www.wikidata.org/entity/Q8053990,Илана с Калисто,Лин Картер,Dell Publishing,США,1977,английский язык,фэнтези
http://www.wikidata.org/entity/Q23307436,6 Great Short Novels of Science Fiction,Мюррей Лейнстер,Dell Publishing,США,1954,английский язык,научная фантастика
http://www.wikidata.org/entity/Q1190888,Мошка в зенице Господней,Ларри Нивен,Simon & Schuster,США,1974,английский язык,научная фантастика
http://www.wikidata.org/entity/Q17008120,Канонир Кейд,Judith Merril,Simon & Schuster,США,1952,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7997242,Who Goes There? and Other Stories,Джон Вуд Кэмпбелл,Dell Publishing,США,1955,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7194137,Pillar of Fire and Other Plays,Рэй Брэдбери,Simon & Schuster,США,1975,английский язык,фэнтези
http://www.wikidata.org/entity/Q23307436,6 Great Short Novels of Science Fiction,Энтони Бучер,Dell Publishing,США,1954,английский язык,научная фантастика
http://www.wikidata.org/entity/Q5434595,Far Out,Деймон Найт,Simon & Schuster,США,1961,английский язык,научная фантастика
http://www.wikidata.org/entity/Q3363230,Courtship Rite,Дональд Кингсбери,Simon & Schuster,США,1982,английский язык,научная фантастика
http://www.wikidata.org/entity/Q21009589,Capricorn One,Рон Гуларт,A.W. Bruna Uitgevers,Нидерланды,1978,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7751954,Момент волшебства,Алан Дин Фостер,Hachette Book Group,США,1984,английский язык,фэнтези
http://www.wikidata.org/entity/Q15033918,Колдуны Мозга Каллисто,Лин Картер,Dell Publishing,США,1975,английский язык,фэнтези
http://www.wikidata.org/entity/Q7770274,Кольцо тритона,Лайон Спрэг де Камп,Hachette Book Group,США,1968,английский язык,фэнтези
http://www.wikidata.org/entity/Q2894715,Панорама времён,Грегори Бенфорд,Simon & Schuster,США,1980,английский язык,научная фантастика
http://www.wikidata.org/entity/Q17027074,Saga of Old City,Гэри Гайгэкс,"TSR, Inc.",США,1985,английский язык,фэнтези
http://www.wikidata.org/entity/Q23307436,6 Great Short Novels of Science Fiction,Джеймс Блиш,Dell Publishing,США,1954,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7732925,Глаз цапли,Урсула Крёбер Ле Гуин,Dell Publishing,США,1978,английский язык,научная фантастика
http://www.wikidata.org/entity/Q1189364,Всевышнее вторжение,Филип Дик,Simon & Schuster,США,1981,английский язык,научная фантастика
http://www.wikidata.org/entity/Q178688,"Мио, мой Мио",Астрид Линдгрен,Rabén & Sjögren,Швеция,1954,шведский язык,фэнтези
http://www.wikidata.org/entity/Q1125771,Конго,Майкл Крайтон,Alfred A. Knopf,США,1980,английский язык,научная фантастика
http://www.wikidata.org/entity/Q6273369,Сириус экспериментирует,Дорис Лессинг,Alfred A. Knopf,США,1980,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7269157,Quark/4,Сэмюэль Дилэни,Hachette Book Group,США,1971,английский язык,научная фантастика
http://www.wikidata.org/entity/Q1144655,"Рони, дочь разбойника",Астрид Линдгрен,Rabén & Sjögren,Швеция,1981,шведский язык,фэнтези
http://www.wikidata.org/entity/Q5684866,Hawk of May,Gillian Bradshaw,Simon & Schuster,США,1980,английский язык,фэнтези
http://www.wikidata.org/entity/Q3209610,Коготь миротворца,Джин Вулф,Simon & Schuster,США,1981,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7740485,Час ворот,Алан Дин Фостер,Hachette Book Group,США,1984,английский язык,фэнтези
http://www.wikidata.org/entity/Q3163406,О теле электрическом я пою,Рэй Брэдбери,Alfred A. Knopf,США,1969,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7194137,Pillar of Fire and Other Plays,Рэй Брэдбери,Simon & Schuster,США,1975,английский язык,научная фантастика
http://www.wikidata.org/entity/Q26157223,Q26157223,Роберт Хайнлайн,Uitgeverij Unieboek | Het Spectrum b.v.,Нидерланды,1964,,научная фантастика
http://www.wikidata.org/entity/Q3549108,The Vampire Tapestry,Сюзи Макки Чарнас,Simon & Schuster,США,1980,английский язык,фэнтези
http://www.wikidata.org/entity/Q7269155,Quark/3,Marilyn Hacker,Hachette Book Group,США,1971,английский язык,научная фантастика
http://www.wikidata.org/entity/Q1189364,Всевышнее вторжение,Филип Дик,Simon & Schuster,США,1981,американский вариант английского языка,научная фантастика
http://www.wikidata.org/entity/Q7676200,Tainaron,Leena Krohn,Sanoma,Финляндия,1985,финский язык,научная фантастика
http://www.wikidata.org/entity/Q7354066,Rocheworld,Роберт Л. Форвард,Simon & Schuster,США,1984,американский вариант английского языка,научная фантастика
http://www.wikidata.org/entity/Q7737964,Машина времени шутит,Кит Лаумер,Simon & Schuster,США,1964,английский язык,научная фантастика
http://www.wikidata.org/entity/Q3335046,Someone Like You,Роальд Даль,Alfred A. Knopf,США,1953,английский язык,научная фантастика
http://www.wikidata.org/entity/Q2294155,Сирены Титана,Курт Воннегут,Dell Publishing,США,1959,английский язык,научная фантастика
http://www.wikidata.org/entity/Q1142693,Братья Львиное сердце,Астрид Линдгрен,Rabén & Sjögren,Швеция,1973,шведский язык,фэнтези
http://www.wikidata.org/entity/Q6411423,Космический корабль короля Давида,Джерри Пурнель,Simon & Schuster,США,1973,английский язык,научная фантастика
http://www.wikidata.org/entity/Q5684866,Hawk of May,Gillian Bradshaw,Simon & Schuster,США,1980,английский язык,научная фантастика
http://www.wikidata.org/entity/Q8030746,Woman on the Edge of Time,Мардж Пирси,Alfred A. Knopf,США,1976,английский язык,научная фантастика
http://www.wikidata.org/entity/Q1167442,Надвигается беда,Рэй Брэдбери,Simon & Schuster,США,1962,английский язык,фэнтези
http://www.wikidata.org/entity/Q1134830,Меж двух времён,Уолтер Брейден Финней,Simon & Schuster,США,1970,английский язык,научная фантастика
http://www.wikidata.org/entity/Q1150125,Пыточных дел мастер,Джин Вулф,Simon & Schuster,США,1980,английский язык,фэнтези
http://www.wikidata.org/entity/Q6713755,M33 in Andromeda,Альфред ван Вогт,Hachette Book Group,США,1971,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7775666,The Wonderful O,Джеймс Тёрбер,Simon & Schuster,США,1957,английский язык,фэнтези
http://www.wikidata.org/entity/Q4630922,2150 AD,Thea Alexander,Hachette Book Group,США,1976,английский язык,научная фантастика
http://www.wikidata.org/entity/Q3818570,Кольцо вокруг Солнца,Клиффорд Дональд Саймак,Simon & Schuster,США,1953,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7765146,Крепость Сол,Норман Спинрад,Hachette Book Group,США,1966,английский язык,научная фантастика
http://www.wikidata.org/entity/Q3549108,The Vampire Tapestry,Сюзи Макки Чарнас,Simon & Schuster,США,1980,американский вариант английского языка,фэнтези
http://www.wikidata.org/entity/Q7714277,Шум Армагеддона,Джордж Р. Р. Мартин,Simon & Schuster,США,1983,английский язык,фэнтези
http://www.wikidata.org/entity/Q17008120,Канонир Кейд,Сирил Корнблат,Simon & Schuster,США,1952,английский язык,научная фантастика
http://www.wikidata.org/entity/Q23307436,6 Great Short Novels of Science Fiction,Stuart Cloete,Dell Publishing,США,1954,английский язык,научная фантастика
http://www.wikidata.org/entity/Q1190888,Мошка в зенице Господней,Джерри Пурнель,Simon & Schuster,США,1974,английский язык,научная фантастика
http://www.wikidata.org/entity/Q17111847,Jirel of Joiry,Кэтрин Люсиль Мур,Hachette Book Group,США,1969,английский язык,фэнтези
http://www.wikidata.org/entity/Q7269155,Quark/3,Сэмюэль Дилэни,Hachette Book Group,США,1971,английский язык,научная фантастика
http://www.wikidata.org/entity/Q1723311,Поле боя — Земля,Лафайет Рональд Хаббард,Bridge Publications,США,1982,английский язык,научная фантастика
http://www.wikidata.org/entity/Q2901858,Далеко за полночь,Рэй Брэдбери,Alfred A. Knopf,США,1976,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7771218,The Ultimate Solution,Eric Norden,Hachette Book Group,США,1973,английский язык,научная фантастика
http://www.wikidata.org/entity/Q24074233,Q24074233,Карл Амери,Heyne Verlag,Германия,1975,немецкий язык,научная фантастика
http://www.wikidata.org/entity/Q2673304,Where were you last Pluterday?,Paul van Herck,Meulenhoff,Нидерланды,1968,нидерландский язык,научная фантастика
http://www.wikidata.org/entity/Q1138582,Трансмиграция Тимоти Арчера,Филип Дик,Simon & Schuster,США,1982,английский язык,научная фантастика
http://www.wikidata.org/entity/Q2610089,Kiss Kiss,Роальд Даль,Alfred A. Knopf,США,1960,английский язык,фэнтези
http://www.wikidata.org/entity/Q1463723,Shikasta,Дорис Лессинг,Alfred A. Knopf,США,1979,английский язык,научная фантастика
http://www.wikidata.org/entity/Q1150125,Пыточных дел мастер,Джин Вулф,Simon & Schuster,США,1980,английский язык,научная фантастика
http://www.wikidata.org/entity/Q6150937,Джандар с Каллисто,Лин Картер,Dell Publishing,США,1972,английский язык,фэнтези
http://www.wikidata.org/entity/Q2077107,"Балаган, или Конец одиночеству!",Курт Воннегут,Dell Publishing,США,1976,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7729211,День диссонанса,Алан Дин Фостер,Hachette Book Group,США,1984,английский язык,фэнтези
http://www.wikidata.org/entity/Q7714277,Шум Армагеддона,Джордж Р. Р. Мартин,Simon & Schuster,США,1983,американский вариант английского языка,фэнтези
http://www.wikidata.org/entity/Q7750420,"Браки между Зонами Три, Четыре и Пять",Дорис Лессинг,Alfred A. Knopf,США,1980,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7732542,Вечный воитель,Майкл Муркок,Dell Publishing,США,1970,английский язык,фэнтези
http://www.wikidata.org/entity/Q7749734,Создание Представителя для Планеты Восемь,Дорис Лессинг,Alfred A. Knopf,США,1981,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7749734,Создание Представителя для Планеты Восемь,Дорис Лессинг,Alfred A. Knopf,США,1982,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7714277,Шум Армагеддона,Джордж Р. Р. Мартин,Simon & Schuster,США,1983,английский язык,научная фантастика
http://www.wikidata.org/entity/Q6487192,Ланкар с Каллисто,Лин Картер,Dell Publishing,США,1975,английский язык,фэнтези
http://www.wikidata.org/entity/Q224965,Гримус,Салман Рушди,Victor Gollancz,Великобритания,1975,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7768486,The Terminal Beach,Джеймс Баллард,Victor Gollancz,Великобритания,1964,английский язык,научная фантастика
http://www.wikidata.org/entity/Q1403962,Рецидивист,Курт Воннегут,Dell Publishing,США,1979,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7740102,The Homeward Bounders,Диана Уинн Джонс,Macmillan Publishers,Великобритания,1981,английский язык,фэнтези
http://www.wikidata.org/entity/Q3939312,Tik-Tok,John Sladek,Victor Gollancz,Великобритания,1983,английский язык,научная фантастика
http://www.wikidata.org/entity/Q7754764,The Ogre Downstairs,Диана Уинн Джонс,Macmillan Publishers,Великобритания,1974,английский язык,фэнтези
http://www.wikidata.org/entity/Q16385572,Eight Fantasms and Magics,Джек Вэнс,Macmillan Publishers,Великобритания,1969,английский язык,научная фантастика
http://www.wikidata.org/entity/Q9558899,Ведьмина неделя,Диана Уинн Джонс,Macmillan Publishers,Великобритания,1982,английский язык,фэнтези
http://www.wikidata.org/entity/Q5755158,High Couch of Silistra,Janet Morris,Bantam Books,США,1977,английский язык,фэнтези
http://www.wikidata.org/entity/Q3273588,Заколдованная жизнь,Диана Уинн Джонс,Macmillan Publishers,Великобритания,1977,английский язык,фэнтези
http://www.wikidata.org/entity/Q132778632,Temps blancs,Jean-Marc Ligny,Деноэль,Франция,1979,французский язык,научная фантастика
http://www.wikidata.org/entity/Q16386319,Непостоянная Луна,Ларри Нивен,Victor Gollancz,Великобритания,1971,английский язык,научная фантастика
http://www.wikidata.org/entity/Q16386319,Непостоянная Луна,Ларри Нивен,Victor Gollancz,Великобритания,1973,английский язык,научная фантастика
