bookQID,bookLabel,authorLabel,publisherLabel,countryLabel,year,genreLabel,pageCount,languageLabel,literaryMovementLabel
Q8027859,Ведьма и колдун,Cate Tiernan,"Little, Brown and Company",США,2009,,,английский язык,
Q8027859,Ведьма и колдун,Джеймс Паттерсон,"Little, Brown and Company",США,2009,,,английский язык,
Q7749544,Волшебники,Лев Гроссман,Viking Press,США,2009,,,английский язык,
Q7749544,Волшебники,Лев Гроссман,Penguin Books,Великобритания,2009,,,английский язык,
Q7714677,Вопрос и ответ,Пэтрик Несс,Walker Books,Великобритания,2009,,,английский язык,
Q7641054,Восход солнца (Коты-Воители),Эрин Хантер,HarperCollins,США,2009,,,английский язык,
Q3280089,Город стекла,Кассандра Клэр,Simon & Schuster,США,2009,,,английский язык,
Q5305436,Драконы мага песочных часов,Трейси Хикмен,Wizards of the Coast,США,2009,,,английский язык,
Q5305436,Драконы мага песочных часов,Маргарет Уэйс,Wizards of the Coast,США,2009,,,английский язык,
Q1435964,Дурак,Кристофер Мур,William Morrow and Company,США,2009,,,английский язык,
Q17024065,Король Призраков,Роберт Сальваторе,Wizards of the Coast,США,2009,,,английский язык,
Q1462607,Кровавые обещания,Райчел Мид,Penguin Group,Великобритания,2009,,,английский язык,
Q535639,Легенда о Сигурде и Гудрун,Кристофер Толкин,HarperCollins,США,2009,,384,английский язык,
Q535639,Легенда о Сигурде и Гудрун,Джон Рональд Руэл Толкин,HarperCollins,США,2009,,384,английский язык,
Q535639,Легенда о Сигурде и Гудрун,Кристофер Толкин,Houghton Mifflin Harcourt,США,2009,,384,английский язык,
Q535639,Легенда о Сигурде и Гудрун,Джон Рональд Руэл Толкин,Houghton Mifflin Harcourt,США,2009,,384,английский язык,
Q2635779,О чём молчат ангелы,Бекка Фитцпатрик,Simon & Schuster,США,2009,,,американский вариант английского языка,
Q2635779,О чём молчат ангелы,Бекка Фитцпатрик,Simon & Schuster,США,2009,,,английский язык,
Q2635779,О чём молчат ангелы,Бекка Фитцпатрик,Wydawnictwo Otwarte,,2009,,,американский вариант английского языка,
Q2635779,О чём молчат ангелы,Бекка Фитцпатрик,Wydawnictwo Otwarte,,2009,,,английский язык,
Q595766,Огненная,Kristin Cashore,Penguin Group,Великобритания,2009,,,английский язык,
Q7743774,Око Судии,Ричард Скотт Бэккер,The Overlook Press,США,2009,,,английский язык,
Q10713014,Охота на духов,Мишель Пейвер,Orion Publishing Group,Великобритания,2009,,,английский язык,
Q10713014,Охота на духов,Jayne Ann Krentz,Orion Publishing Group,Великобритания,2009,,,английский язык,
Q27614675,Охотничья территория,Патриция Бриггс,Ace Books,США,2009,,,английский язык,
Q2452425,Падшие,Лорен Кейт,Random House,США,2009,,,английский язык,
Q3235370,Перси Джексон и Олимпийцы. Секретные материалы,Рик Риордан,Disney Publishing Worldwide,США,2009,,,английский язык,
Q2077641,Перси Джексон и Последнее пророчество,Рик Риордан,Disney Publishing Worldwide,США,2009,,,английский язык,
Q2509387,Победители чудовищ,Джонатан Страуд,Hyperion Books,США,2009,,,английский язык,
Q5284115,Прегрешения богов,Лорел Гамильтон,Ballantine Books,США,2009,,,английский язык,
Q632036,Прекрасные создания,Margaret Stohl,"Little, Brown and Company",США,2009,,,английский язык,
Q632036,Прекрасные создания,Ками Гарсиа,"Little, Brown and Company",США,2009,,,английский язык,
Q7855657,Продажная шкура,Джим Батчер,Roc Books,США,2009,,,английский язык,
Q4930566,Пророчество Синей Звезды (Коты-Воители),Эрин Хантер,HarperCollins,США,2009,,,английский язык,
Q4930566,Пророчество Синей Звезды (Коты-Воители),Кейт Кэри,HarperCollins,США,2009,,,английский язык,
Q5317020,Пыль грёз,Стивен Эриксон,Bantam Books,США,2009,,,английский язык,
Q5317020,Пыль грёз,Стивен Эриксон,Tor Books,США,2009,,,английский язык,
Q5903322,Разделяющий нож: Горизонт,Лоис Макмастер Буджолд,HarperCollins,США,2009,,,английский язык,
Q2425586,Ренессанс,Anton Gill,Penguin Books,Великобритания,2009,,,британский вариант английского языка,
Q2653468,Сайрен,Angie Sage,HarperCollins,США,2009,,,английский язык,
Q2653468,Сайрен,Angie Sage,Bloomsbury Publishing,Великобритания,2009,,,английский язык,
Q9396910,Святой Вроцлав,Лукаш Орбитовский,Wydawnictwo Literackie,Польша,2009,,,польский язык,
Q3284393,Соблазнённая,Kristin Cast,St. Martin's Press,США,2009,,,английский язык,
Q3284393,Соблазнённая,Филис Кристина Каст,St. Martin's Press,США,2009,,,английский язык,
Q4003598,Соразмерный образ мой,Одри Ниффенеггер,Random House,США,2009,,,английский язык,
Q3749217,Тёмное предсказание,Мелисса Марр,HarperCollins,США,2009,,,английский язык,
Q13403351,Убийца войн,Брендон Сандерсон,Tor Books,США,2009,,,американский вариант английского языка,
Q4501246,Хранитель драконов,Робин Хобб,HarperCollins,США,2009,,,английский язык,
Q2890939,Чёрный круг,Патрик Карман,Scholastic Corporation,США,2009,,,английский язык,
Q12336779,Q12336779,Merlin P. Mann,Politikens Forlag,,2008,,,,
Q5017607,Caine Black Knife,Мэтью Стовер,Del Rey Books,,2008,,,английский язык,
Q3036906,Doomwyte,Брайан Джейкс,Puffin Books,Великобритания,2008,,,английский язык,
Q5450737,Finnikin of the Rock,Мелина Марчетта,Viking Press,США,2008,,,английский язык,
Q5918575,How to Ditch Your Fairy,Justine Larbalestier,Блумсбери,,2008,,,английский язык,
Q6447941,Kushiel's Mercy,Жаклин Кэри,Hachette Book Group,США,2008,,,английский язык,
Q167007,Necropolis,Энтони Горовиц,Walker Books,Великобритания,2008,,,английский язык,
Q24038158,North! Or Be Eaten,Эндрю Петерсон,Random House,США,2008,,,английский язык,
Q7080404,Oh. My. Gods.,Tera Lynn Childs,Penguin Group,Великобритания,2008,,,английский язык,
Q7080404,Oh. My. Gods.,Tera Lynn Childs,Penguin Group,Великобритания,2008,,,немецкий язык,
Q7091345,On the Edge of the Dark Sea of Darkness,Эндрю Петерсон,Random House,США,2008,,,английский язык,
Q16967162,Plague of Spells,Bruce Cordell,Wizards of the Coast,США,2008,,,английский язык,
Q3202773,Raven Rise,Ди Джей Макхейл,Simon & Schuster,США,2008,,,английский язык,
Q7310269,Reincarnation,Сьюзан Уэйн,Scholastic Corporation,США,2008,,,английский язык,
Q2246921,Royal Exile,Fiona McIntosh,HarperCollins,США,2008,,,английский язык,
Q7460793,Shadows Return,Линн Флевелинг,Bantam Spectra,США,2008,,,английский язык,
Q7601875,Stargazer,Патрик Карман,Scholastic Corporation,США,2008,,,английский язык,
Q7659271,Sword Quest,Nancy Yi Fan,HarperCollins,США,2008,,,английский язык,
Q21161274,Tender Morsels,Margo Lanagan,Allen & Unwin,Австралия,2008,,,английский язык,
Q7716404,The Bell at Sealey Head,Патриция Маккиллип,Ace Books,США,2008,,,английский язык,
Q7728191,The Crossing of Ingo,Данмор Хелен,HarperCollins,США,2008,,,английский язык,
Q7729847,The Destiny of the Dead,Иэн Ирвайн,Penguin Books,Великобритания,2008,,,английский язык,
Q7729847,The Destiny of the Dead,Иэн Ирвайн,Orbit Books,,2008,,,английский язык,
Q7730090,The Diamond of Darkhold,Джин Дюпро,Random House,США,2008,,,английский язык,
Q7730090,The Diamond of Darkhold,Джин Дюпро,Оленёнок,,2008,,,английский язык,
Q7736938,The Gods Return,Дэвид Дрейк,Tor Books,США,2008,,,английский язык,
Q7741894,The Indigo King,James A. Owen,Simon & Schuster,США,2008,,,английский язык,
Q3497503,The Kings of Clonmel,Джон Флэнеган,Random House,США,2008,,,английский язык,
Q48790200,The Long Look,Richard Parks,Gale,США,2008,,,английский язык,
Q2154240,The Magic Thief,Sarah Prineas,Quercus,Великобритания,2008,,,английский язык,
Q2154240,The Magic Thief,Sarah Prineas,HarperCollins,США,2008,,,английский язык,
Q1198480,The Magician: The Secrets of the Immortal Nicholas Flamel,Майкл Скотт,Random House,США,2008,,,английский язык,
Q7759964,The Red Wolf Conspiracy,Robert V.S. Redick,Del Rey Books,,2008,,,английский язык,
Q7762848,The Search for the Red Dragon,James A. Owen,Simon & Schuster,США,2008,,,английский язык,
Q7763388,The Servants,Майкл Маршалл,HarperCollins,США,2008,,,английский язык,
Q7764706,The Sky Village,Monk Ashland,Candlewick Press,США,2008,,,английский язык,
Q7765974,The Split Second,John Hulme,Bloomsbury Publishing,Великобритания,2008,,,английский язык,
Q3431829,The Steel Remains,Ричард Морган,Victor Gollancz,Великобритания,2008,,,английский язык,
Q7766613,The Stone Key,Isobelle Carmody,Viking Press,США,2008,,,английский язык,
Q7770939,The Two Pearls of Wisdom,Элисон Гудман,HarperCollins,США,2008,,,английский язык,
Q130734594,The Water Between the Worlds,Хагар Янай,Keter Books,,2008,,,иврит,
Q7804548,Tim the Tiny Horse At Large,Гарри Хилл,Faber and Faber,Великобритания,2008,,,английский язык,
Q109606703,Vampalicious!,Sienna Mercer,HarperTrophy,,2008,,,английский язык,
Q3213554,Victory of Eagles,Наоми Новик,HarperCollins,США,2008,,,английский язык,
Q598136,Wolf Island,Даррен О’Шонесси,HarperCollins,США,2008,,,английский язык,
Q3209073,Wrath of a Mad God,Раймонд Фэйст,HarperCollins,США,2008,,,английский язык,
Q2666966,Авиатор,Оуэн Колфер,Hyperion Books,США,2008,,,английский язык,
Q3291568,Битва за Скандию,Джон Флэнеган,Random House,США,2008,,,английский язык,
Q7760891,Бич: Путь к власти (Коты-Воители),Dan Jolley,HarperCollins,США,2008,,,английский язык,
Q7760891,Бич: Путь к власти (Коты-Воители),Эрин Хантер,HarperCollins,США,2008,,,английский язык,
Q7760891,Бич: Путь к власти (Коты-Воители),Dan Jolley,Олма медиа групп,,2008,,,английский язык,
Q7760891,Бич: Путь к власти (Коты-Воители),Эрин Хантер,Олма медиа групп,,2008,,,английский язык,
Q7317209,Возвращение Багровой Гвардии,Иан Кэмерон Эсслемонт,PS Publishing,Великобритания,2008,,,английский язык,
Q5054010,Герои племён,Эрин Хантер,Avon Publications,США,2008,,,английский язык,
Q3859308,Герой веков,Брендон Сандерсон,Tor Books,США,2008,,,английский язык,
Q21520132,Год призраков,Джеффри Форд,Уильям Морроу,,2008,,,английский язык,
Q3278440,Город праха,Кассандра Клэр,Simon & Schuster,США,2008,,544,английский язык,
Q6191013,Джагала,Стивен Браст,Tor Books,США,2008,,,английский язык,
Q6124923,Джейк Рэнсом и Король Черепов,Джеймс Роллинс,HarperCollins,США,2008,,,английский язык,
Q4741333,Дитя мёртвых Богов,Маргарет Уэйс,"TSR, Inc.",США,2008,,,английский язык,
Q6673235,Длинные тени (Коты-Воители),Эрин Хантер,HarperCollins,США,2008,,,английский язык,
Q5189898,Жестокие цинковые мелодии,Глен Кук,Roc Books,США,2008,,,английский язык,
Q7536897,Игра с огнём,Дерек Лэнди,HarperCollins,США,2008,,,английский язык,
Q6035299,Иные песни,Яцек Дукай,Wydawnictwo Literackie,Польша,2008,,,польский язык,
Q5451484,Испытание огнём,Maria V. Snyder,Mira Books,Канада,2008,,,английский язык,
Q4712973,Киборги Нотариуса,Брендон Сандерсон,Scholastic Corporation,США,2008,,,английский язык,
Q3227114,Клятвопреступник,Мишель Пейвер,Orion Publishing Group,Великобритания,2008,,,английский язык,
Q17024064,Король пиратов,Роберт Сальваторе,Wizards of the Coast,США,2008,,,английский язык,
Q4927654,Кровь Нуар,Лорел Гамильтон,Berkley Books,США,2008,,,американский вариант английского языка,
Q904193,Ледяной укус,Райчел Мид,Penguin Group,Великобритания,2008,,,английский язык,
Q3041839,Меченый,Peter V. Brett,HarperCollins,США,2008,,,американский вариант английского языка,
Q3041839,Меченый,Peter V. Brett,HarperCollins,США,2008,,,английский язык,
Q7460417,На краю тени,Брент Уикс,Orbit Books,,2008,,,английский язык,
Q7719418,Настоящая королева,Грегори Киз,Del Rey Books,,2008,,,английский язык,
Q2457943,Одарённая,Kristin Cashore,Harcourt,США,2008,,,английский язык,
Q7077444,Одд и ледяные великаны,Нил Гейман,Bloomsbury Publishing,Великобритания,2008,,,английский язык,
Q7743774,Око Судии,Ричард Скотт Бэккер,The Overlook Press,США,2008,,,английский язык,
Q7111897,Отверженные (Коты-Воители),Эрин Хантер,HarperCollins,США,2008,,,английский язык,
Q3203201,Ошибка Ведьмака,Джозеф Дилейни,Bodley Head,Великобритания,2008,,,английский язык,
Q3203201,Ошибка Ведьмака,Джозеф Дилейни,Random House,США,2008,,,английский язык,
Q1991641,Перси Джексон и лабиринт смерти,Рик Риордан,Hyperion Books,США,2008,,,английский язык,
Q896822,По ту сторону Тёмного Портала,Aaron S. Rosenberg,Pocket Books,США,2008,,,английский язык,
Q896822,По ту сторону Тёмного Портала,Кристи Голден,Pocket Books,США,2008,,,английский язык,
Q4900190,По ту сторону тени,Брент Уикс,Orbit Books,,2008,,,английский язык,
Q7767300,Повелевающая,Келли Армстронг,HarperCollins,США,2008,,,английский язык,
Q3470757,Превосходная Суббота,Гарт Никс,Scholastic Corporation,США,2008,,,английский язык,
Q1197946,Путь тени,Брент Уикс,Orbit Books,,2008,,,английский язык,
Q7142453,Разделяющий нож: В пути,Лоис Макмастер Буджолд,HarperCollins,США,2008,,,английский язык,
Q53945,Рассвет,Стефани Майер,"Little, Brown and Company",США,2008,,,английский язык,
Q165068,Сказки барда Бидля,Джоан Роулинг,Bloomsbury Publishing,Великобритания,2008,,,английский язык,
Q3819068,Странствующий Морф,Терренс Дин Брукс,Del Rey Books,,2008,,,английский язык,
Q7244429,Фурия Принцепса,Джим Батчер,Ace Books,США,2008,,,английский язык,
Q718289,Эрагон. Брисингр,Кристофер Паолини,Alfred A. Knopf,США,2008,,,английский язык,
Q11748410,Q11748410,Евгений Дембский,Fabryka Słów,Польша,2007,,,польский язык,
Q11791498,Q11791498,Евгений Дембский,Fabryka Słów,Польша,2007,,,польский язык,
Q4883405,Belladonna,Anne Bishop,Roc Books,США,2007,,,английский язык,
Q1130867,Blade of Fire,Стюарт Хилл,The Chicken House,Великобритания,2007,,,английский язык,
Q4927561,Blood Beast,Даррен О’Шонесси,HarperCollins,США,2007,,,английский язык,
Q5197656,Cybele's Secret,Juliet Marillier,Macmillan Publishers,Великобритания,2007,,,английский язык,
Q5305240,Dragon Moon,Carole Wilkinson,Black Dog Books,Австралия,2007,,,английский язык,
Q5305440,Dragonsdale,The Two Steves,Scholastic Corporation,США,2007,,,английский язык,
Q2024347,Empire of Ivory,Наоми Новик,HarperCollins,США,2007,,,английский язык,
Q5374676,Empress of Mijak,Карен Миллер,HarperCollins,США,2007,,,английский язык,
Q3497559,Erak's Ransom,Джон Флэнеган,Random House,США,2007,,,английский язык,
Q5417292,Everlost,Нил Шустерман,Simon & Schuster,США,2007,,,английский язык,
Q109523246,Fangtastic!,Sienna Mercer,HarperTrophy,,2007,,,английский язык,
Q5439543,Feast of Souls,Celia S. Friedman,DAW Books,США,2007,,,английский язык,
Q5442428,Fell,Давид Дэвис,Abrams Books,США,2007,,,английский язык,
Q5451348,Fire Dreamer,Beth Webb,Macmillan Publishers,Великобритания,2007,,,английский язык,
Q5472845,Fortune's Fool,Mercedes Lackey,Harlequin Enterprises,Канада,2007,,,английский язык,
Q5577894,Going to Ground,Эли Спаркс,Издательство Оксфордского университета,Великобритания,2007,,,английский язык,
Q5694519,Heaven's Net is Wide,Джиллиан Рубинштейн,Hachette,Франция,2007,,,английский язык,
Q5694519,Heaven's Net is Wide,Джиллиан Рубинштейн,Macmillan Publishers,Великобритания,2007,,,английский язык,
Q6322734,K-PAX IV: A New Visitor from the Constellation Lyra,Джин Брюэр,Xlibris,,2007,,,английский язык,
Q6447939,Kushiel's Justice,Жаклин Кэри,Hachette Book Group,США,2007,,,английский язык,
Q6736735,Mainspring,Джей Лэйк,Tor Books,США,2007,,,английский язык,
Q16953839,Mr. Magorium's Wonder Emporium,Сьюзан Уэйн,Scholastic Corporation,США,2007,,,английский язык,
Q6945026,My Big Fat Supernatural Honeymoon,P. N. Elrod,St. Martin's Press,США,2007,,,английский язык,
Q167010,Nightrise,Энтони Горовиц,Walker Books,Великобритания,2007,,,британский вариант английского языка,
Q7048453,Noman,Уильям Николсон,Egmont,Дания,2007,,,английский язык,
Q109564408,Re-Vamped!,Sienna Mercer,HarperTrophy,,2007,,,английский язык,
Q2918936,Sebastian Darke: Prince of Fools,Philip Caveney,Random House,США,2007,,,английский язык,
Q7445761,Seeing Redd,Фрэнк Бэддор,Dial Press,США,2007,,,английский язык,
Q3285533,Stoneheart,Чарли Флетчер,Headline Publishing Group,Великобритания,2007,,,английский язык,
Q109465992,Switched,Sienna Mercer,HarperTrophy,,2007,,,английский язык,
Q7703804,Territory,Emma Bull,Tor Books,США,2007,,,английский язык,
Q7733077,The Faerie Path,Allan Frewin Jones,Eos Press,США,2007,,,английский язык,
Q7734008,The Fire Eternal,Chris d'Lacey,Scholastic Corporation,США,2007,,,английский язык,
Q7734008,The Fire Eternal,Chris d'Lacey,Orchard Books,,2007,,,английский язык,
Q7735090,The Fox,Шервуд Смит,DAW Books,США,2007,,,английский язык,
Q7735702,The Game,Диана Уинн Джонс,HarperCollins,США,2007,,,английский язык,
Q7735702,The Game,Диана Уинн Джонс,Firebird Books,США,2007,,,английский язык,
Q7736770,The Glitch in Sleep,John Hulme,Bloomsbury Publishing,Великобритания,2007,,,английский язык,
Q7739597,The High King's Tomb,Kristen Britain,DAW Books,США,2007,,,английский язык,
Q7745409,The Land of the Silver Apples,Nancy Farmer,Atheneum Books,США,2007,,,английский язык,
Q390030,The Lost Barkscrolls,Пол Стюарт,Doubleday,США,2007,,,английский язык,
Q390030,The Lost Barkscrolls,Крис Риддел,Doubleday,США,2007,,,английский язык,
Q7750664,The Mathematics of Magic: The Enchanter Stories of L. Sprague de Camp and Fletcher Pratt,Флетчер Прэтт,NESFA Press,США,2007,,,английский язык,
Q7750664,The Mathematics of Magic: The Enchanter Stories of L. Sprague de Camp and Fletcher Pratt,Лайон Спрэг де Камп,NESFA Press,США,2007,,,английский язык,
Q7751657,The Mirador,Сара Монетт,Ace Books,США,2007,,,английский язык,
Q7756979,The Phoenix Unchained,Mercedes Lackey,Tor Books,США,2007,,,английский язык,
Q427069,The Pilgrims of Rayne,Ди Джей Макхейл,Simon & Schuster,США,2007,,,английский язык,
Q7758280,The Princes of the Golden Cage,Nathalie Mallet,Night Shade Books,США,2007,,,английский язык,
Q7760895,The Rise of the Black Wolf,J. S. Lewis,Scholastic Corporation,США,2007,,,английский язык,
Q7760895,The Rise of the Black Wolf,Derek Benz,Scholastic Corporation,США,2007,,,английский язык,
Q7760895,The Rise of the Black Wolf,J. S. Lewis,Orchard Books,,2007,,,английский язык,
Q7760895,The Rise of the Black Wolf,Derek Benz,Orchard Books,,2007,,,английский язык,
Q7760968,The Riven Kingdom,Карен Миллер,HarperCollins,США,2007,,,английский язык,
Q7763588,The Shadowmancer Returns: The Curse of Salamander Street,G. P. Taylor,Faber and Faber,Великобритания,2007,,,английский язык,
Q16955806,The Summoner,Gail Z. Martin,Solaris Books,Великобритания,2007,,,английский язык,
Q7768681,The Thief Queen's Daughter,Элизабет Хэйдон,Starscape,,2007,,,английский язык,
Q7805476,Time to Smell the Roses,Michael Hoeye,G. P. Putnam's Sons,США,2007,,,английский язык,
Q7921127,Verdigris Deep,Фрэнсис Хардинг,Macmillan Publishers,Великобритания,2007,,,английский язык,
Q30914579,Wit and Wisdom of Discworld,Stephen Briggs,Doubleday,США,2007,,,английский язык,
Q30914579,Wit and Wisdom of Discworld,Терри Пратчетт,Doubleday,США,2007,,,английский язык,
Q8029757,Wolf's Blood,Джейн Линдсколд,Tor Books,США,2007,,,английский язык,
Q8036689,Worldbinder,Дэйв Волвертон,Tor Books,США,2007,,,английский язык,
Q896861,World of Warcraft: Tides of Darkness,Aaron S. Rosenberg,Pocket Books,США,2007,,,английский язык,
Q886816,Академия вампиров,Райчел Мид,Penguin Group,Великобритания,2007,,,английский язык,
Q7033903,Академия кошмаров,Дин Лори,HarperCollins,США,2007,,,английский язык,
Q525132,Алхимик,Майкл Скотт,Random House,США,2007,,,английский язык,
Q2832091,Алькатрас и Пески Рашида,Брендон Сандерсон,Scholastic Corporation,США,2007,,,английский язык,
Q3222494,"Апокалипсис Нонетот, или Первый среди сиквелов",Джаспер Ффорде,Hodder & Stoughton,Великобритания,2007,,,британский вариант английского языка,
Q7995102,Белая ночь,Джим Батчер,Roc Books,США,2007,,,английский язык,
Q1657842,Бесстрашная Игрэйн,Корнелия Функе,The Chicken House,Великобритания,2007,,,немецкий язык,
Q3221621,Битва Ведьмака,Джозеф Дилейни,Bodley Head,Великобритания,2007,,,английский язык,
Q3221621,Битва Ведьмака,Джозеф Дилейни,Random House,США,2007,,,английский язык,
Q7301415,Буря Жнеца,Стивен Эриксон,Bantam Books,США,2007,,,английский язык,
Q7301415,Буря Жнеца,Стивен Эриксон,Tor Books,США,2007,,,английский язык,
Q7429764,Весы Великого Змея,Ричард Кнаак,Pocket Books,США,2007,,,английский язык,
Q589106,Город костей,Кассандра Клэр,Simon & Schuster,США,2007,,,английский язык,
Q18275498,Грегор и код когтя,Сьюзен Коллинз,Scholastic Corporation,США,2007,,,английский язык,
Q1178177,Грязная работа,Кристофер Мур,HarperCollins,США,2007,,,английский язык,
Q331651,Дети Хурина,Джон Рональд Руэл Толкин,HarperCollins,США,2007,,,английский язык,
Q331651,Дети Хурина,Джон Рональд Руэл Толкин,Houghton Mifflin Harcourt,США,2007,,,английский язык,
Q5320035,Дзур,Стивен Браст,Tor Books,США,2007,,,английский язык,
Q5305434,Драконы Повелительницы Небес,Трейси Хикмен,Wizards of the Coast,США,2007,,,английский язык,
Q5305434,Драконы Повелительницы Небес,Маргарет Уэйс,Wizards of the Coast,США,2007,,,английский язык,
Q7091810,Загадочное убийство,Майкл Бакли,Abrams Books,США,2007,,,английский язык,
Q212473,Затмение,Стефани Майер,"Little, Brown and Company",США,2007,,,английский язык,
Q3561026,Знак Трёх,Эрин Хантер,HarperCollins,США,2007,,,английский язык,
Q8059676,Изабель,Гай Гэвриел Кей,Penguin Group,Великобритания,2007,,,английский язык,
Q7887976,Изгнанник,Мишель Пейвер,Orion Publishing Group,Великобритания,2007,,,английский язык,
Q1195989,Имя ветра,Патрик Ротфусс,DAW Books,США,2007,,,английский язык,
Q3149820,Инкарцерон,Кэтрин Фишер,Hodder & Stoughton,Великобритания,2007,,,английский язык,
Q3149820,Инкарцерон,Кэтрин Фишер,Penguin Books,Великобритания,2007,,,английский язык,
Q2062781,Источник вознесения,Брендон Сандерсон,Tor Books,США,2007,,,английский язык,
Q15032968,"Книга демона, или Исчезновение мистера Б.",Клайв Баркер,HarperCollins,США,2007,,,английский язык,
Q1498216,Коварная красота,Мелисса Марр,HarperCollins,США,2007,,,английский язык,
Q17024063,Король орков,Роберт Сальваторе,Wizards of the Coast,США,2007,,,английский язык,
Q467388,Купец и волшебные врата,Тед Чан,Subterranean Press,США,2007,,,английский язык,
Q2410046,Леди Пятница,Гарт Никс,Allen & Unwin,Австралия,2007,,,английский язык,
Q2410046,Леди Пятница,Гарт Никс,HarperCollins,США,2007,,,английский язык,
Q2410046,Леди Пятница,Гарт Никс,Scholastic Corporation,США,2007,,,английский язык,
Q7772127,Лжепророк,Ричард Кнаак,Pocket Books,США,2007,,,английский язык,
Q1823619,Магия отступника,Робин Хобб,HarperCollins,США,2007,,,английский язык,
Q7746613,"Места, где не до смеха",Стивен Эриксон,PS Publishing,Великобритания,2007,,,английский язык,
Q3612368,Миссия,Уилбур Смит,Macmillan Publishers,Великобритания,2007,,,английский язык,
Q5451961,Миссия Огнезвёзда (Коты-Воители),Эрин Хантер,HarperCollins,США,2007,,,английский язык,
Q3060319,Непобедимая Моди,Брайан Джейкс,Penguin Books,Великобритания,2007,,,английский язык,
Q3499638,Осада Макиндо,Джон Флэнеган,Random House,США,2007,,,английский язык,
Q3821543,Падение царей,Дэвид Геммел,Bantam Press,Великобритания,2007,,,английский язык,
Q3821543,Падение царей,Stella Gemmell,Bantam Press,Великобритания,2007,,,английский язык,
Q1140036,Перси Джексон и Проклятие титана,Рик Риордан,Hyperion Books,США,2007,,,английский язык,
Q1140036,Перси Джексон и Проклятие титана,Рик Риордан,Miramax Books,,2007,,,английский язык,
Q7197795,Пират,Джин Вулф,Tor Books,США,2007,,,английский язык,
Q7177877,Питер Пэн и тайна Рандуна,Ридли Пирсон,Hyperion Books,США,2007,,,английский язык,
Q7177877,Питер Пэн и тайна Рандуна,Дэйв Барри,Hyperion Books,США,2007,,,английский язык,
Q2320018,Последнее правило волшебника,Терри Гудкайнд,Tor Books,США,2007,,,английский язык,
Q7767625,Прекрасное далёко,Libba Bray,Random House,США,2007,,,английский язык,
Q10381475,Пёс-оборотень и колдовская академия,Henry H. Neff,Random House,США,2007,,,английский язык,
Q13099400,Разделяющий нож: Наследие,Лоис Макмастер Буджолд,HarperCollins,США,2007,,,английский язык,
Q7379842,Рунная магия,Джоанн Харрис,Doubleday,США,2007,,,английский язык,
Q1848502,Скелетжер Ловкач,Дерек Лэнди,HarperCollins,США,2007,,,английский язык,
Q7765188,Сомнамбулист,Джонатан Барнс,HarperCollins,США,2007,,,английский язык,
Q2319431,Страна призраков,Уильям Гибсон,G. P. Putnam's Sons,США,2007,,,американский вариант английского языка,
Q2319431,Страна призраков,Уильям Гибсон,G. P. Putnam's Sons,США,2007,,,английский язык,
Q2319431,Страна призраков,Уильям Гибсон,Viking Press,США,2007,,,американский вариант английского языка,
Q2319431,Страна призраков,Уильям Гибсон,Viking Press,США,2007,,,английский язык,
Q17017552,Тайна рукописи,Karen Marie Moning,Dell Publishing,США,2007,,,английский язык,
Q7782176,Теодосия и Сердце Египта,R. L. LaFevers,Houghton Mifflin Harcourt,США,2007,,,английский язык,
Q5223380,Тёмная река (Коты-Воители),Эрин Хантер,HarperCollins,США,2007,,,английский язык,
Q3016355,Тёмное крыло,Кеннет Оппель,HarperCollins,США,2007,,,английский язык,
Q5036488,Фурия Капитана,Джим Батчер,Ace Books,США,2007,,,английский язык,
Q2632128,Чернильная смерть,Корнелия Функе,Scholastic Corporation,США,2007,,,английский язык,
Q2632128,Чернильная смерть,Корнелия Функе,Scholastic Corporation,США,2007,,,немецкий язык,
Q952392,Чудовище,Алекс Флинн,HarperCollins,США,2007,,,английский язык,
Q3772083,Эльфы Цинтры,Терренс Дин Брукс,Del Rey Books,,2007,,,английский язык,
Q11798532,Q11798532,Andrzej Pilipiuk,Fabryka Słów,Польша,2006,,,польский язык,
Q6126676,Q6126676,Javier Negrete,Ediciones Minotauro,Испания,2006,,,испанский язык,
Q9373408,Q9373408,Andrzej Pilipiuk,Fabryka Słów,Польша,2006,,,польский язык,
Q4883394,Bella at Midnight,Diane Stanley,HarperCollins,США,2006,,,английский язык,
Q2954362,Black Powder War,Наоми Новик,Del Rey Books,,2006,,,американский вариант английского языка,
Q2954362,Black Powder War,Наоми Новик,Del Rey Books,,2006,,,английский язык,
Q935379,Blart: The Boy Who Didn't Want to Save the World,Dominic Barker,Bloomsbury Publishing,Великобритания,2006,,,английский язык,
Q4973296,Broken,Келли Армстронг,Bantam Spectra,США,2006,,,английский язык,
Q5057512,Celandine,Стив Огард,David Fickling Books,Великобритания,2006,,,английский язык,
Q5072828,Chaotic,Келли Армстронг,Viking Press,США,2006,,,английский язык,
Q1073216,Endymion Spring,Мэтью Скелтон,Dell Publishing,США,2006,,,английский язык,
Q5449975,Finding the Fox,Эли Спаркс,Издательство Оксфордского университета,Великобритания,2006,,,английский язык,
Q5469687,Forging the Sword,Hilari Bell,Simon & Schuster,США,2006,,,английский язык,
Q16962451,Godslayer,Жаклин Кэри,Tor Books,США,2006,,,английский язык,
Q5587471,Gossamer,Лоис Лоури,Houghton Mifflin Harcourt,США,2006,,,английский язык,
